timestamp,date,symbol,open,high,low,close,volume
1451604960,2015-12-31 23:36:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451604900,2015-12-31 23:35:00,BTCUSD,432.5,432.5,432.01,432.01,0.04025664
1451604840,2015-12-31 23:34:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604780,2015-12-31 23:33:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604720,2015-12-31 23:32:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604660,2015-12-31 23:31:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604600,2015-12-31 23:30:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604540,2015-12-31 23:29:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604480,2015-12-31 23:28:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604420,2015-12-31 23:27:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604360,2015-12-31 23:26:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604300,2015-12-31 23:25:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604240,2015-12-31 23:24:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604180,2015-12-31 23:23:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604120,2015-12-31 23:22:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604060,2015-12-31 23:21:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604000,2015-12-31 23:20:00,BTCUSD,432.5,432.5,432.5,432.5,0.40942873
1451603940,2015-12-31 23:19:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603880,2015-12-31 23:18:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603820,2015-12-31 23:17:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603760,2015-12-31 23:16:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603700,2015-12-31 23:15:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603640,2015-12-31 23:14:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603580,2015-12-31 23:13:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603520,2015-12-31 23:12:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603460,2015-12-31 23:11:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603400,2015-12-31 23:10:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603340,2015-12-31 23:09:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603280,2015-12-31 23:08:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603220,2015-12-31 23:07:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603160,2015-12-31 23:06:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603100,2015-12-31 23:05:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603040,2015-12-31 23:04:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602980,2015-12-31 23:03:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602920,2015-12-31 23:02:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602860,2015-12-31 23:01:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602800,2015-12-31 23:00:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602740,2015-12-31 22:59:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602680,2015-12-31 22:58:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602620,2015-12-31 22:57:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602560,2015-12-31 22:56:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602500,2015-12-31 22:55:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602440,2015-12-31 22:54:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602380,2015-12-31 22:53:00,BTCUSD,433.5,433.5,432.5,432.5,0.13661737
1451602320,2015-12-31 22:52:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451602260,2015-12-31 22:51:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451602200,2015-12-31 22:50:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451602140,2015-12-31 22:49:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451602080,2015-12-31 22:48:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451602020,2015-12-31 22:47:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601960,2015-12-31 22:46:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601900,2015-12-31 22:45:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601840,2015-12-31 22:44:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601780,2015-12-31 22:43:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601720,2015-12-31 22:42:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601660,2015-12-31 22:41:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601600,2015-12-31 22:40:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601540,2015-12-31 22:39:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601480,2015-12-31 22:38:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601420,2015-12-31 22:37:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601360,2015-12-31 22:36:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601300,2015-12-31 22:35:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601240,2015-12-31 22:34:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601180,2015-12-31 22:33:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601120,2015-12-31 22:32:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601060,2015-12-31 22:31:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601000,2015-12-31 22:30:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600940,2015-12-31 22:29:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600880,2015-12-31 22:28:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600820,2015-12-31 22:27:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600760,2015-12-31 22:26:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600700,2015-12-31 22:25:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600640,2015-12-31 22:24:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600580,2015-12-31 22:23:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600520,2015-12-31 22:22:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600460,2015-12-31 22:21:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600400,2015-12-31 22:20:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600340,2015-12-31 22:19:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600280,2015-12-31 22:18:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600220,2015-12-31 22:17:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600160,2015-12-31 22:16:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600100,2015-12-31 22:15:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600040,2015-12-31 22:14:00,BTCUSD,433.79,433.79,433.5,433.5,0.63186333
1451599980,2015-12-31 22:13:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599920,2015-12-31 22:12:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599860,2015-12-31 22:11:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599800,2015-12-31 22:10:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599740,2015-12-31 22:09:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599680,2015-12-31 22:08:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599620,2015-12-31 22:07:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599560,2015-12-31 22:06:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599500,2015-12-31 22:05:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599440,2015-12-31 22:04:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599380,2015-12-31 22:03:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599320,2015-12-31 22:02:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599260,2015-12-31 22:01:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599200,2015-12-31 22:00:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599140,2015-12-31 21:59:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599080,2015-12-31 21:58:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451599020,2015-12-31 21:57:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598960,2015-12-31 21:56:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598900,2015-12-31 21:55:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598840,2015-12-31 21:54:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598780,2015-12-31 21:53:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598720,2015-12-31 21:52:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598660,2015-12-31 21:51:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598600,2015-12-31 21:50:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598540,2015-12-31 21:49:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598480,2015-12-31 21:48:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598420,2015-12-31 21:47:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598360,2015-12-31 21:46:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598300,2015-12-31 21:45:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598240,2015-12-31 21:44:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598180,2015-12-31 21:43:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598120,2015-12-31 21:42:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598060,2015-12-31 21:41:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451598000,2015-12-31 21:40:00,BTCUSD,433.79,433.79,433.79,433.79,0.0
1451597940,2015-12-31 21:39:00,BTCUSD,433.87,433.87,433.79,433.79,1.547
1451597880,2015-12-31 21:38:00,BTCUSD,433.87,433.87,433.87,433.87,0.0
1451597820,2015-12-31 21:37:00,BTCUSD,433.87,433.87,433.87,433.87,0.0
1451597760,2015-12-31 21:36:00,BTCUSD,433.87,433.87,433.87,433.87,0.0
1451597700,2015-12-31 21:35:00,BTCUSD,433.87,433.87,433.87,433.87,0.0
1451597640,2015-12-31 21:34:00,BTCUSD,433.87,433.87,433.87,433.87,0.0
1451597580,2015-12-31 21:33:00,BTCUSD,433.87,433.87,433.87,433.87,0.0
1451597520,2015-12-31 21:32:00,BTCUSD,433.87,433.87,433.87,433.87,0.0
1451597460,2015-12-31 21:31:00,BTCUSD,434.99,434.99,433.87,433.87,1.04618318
1451597400,2015-12-31 21:30:00,BTCUSD,434.99,434.99,434.99,434.99,0.0
1451597340,2015-12-31 21:29:00,BTCUSD,434.99,434.99,434.99,434.99,0.0
1451597280,2015-12-31 21:28:00,BTCUSD,434.99,434.99,434.99,434.99,0.0
1451597220,2015-12-31 21:27:00,BTCUSD,434.99,434.99,434.99,434.99,0.0
1451597160,2015-12-31 21:26:00,BTCUSD,434.99,434.99,434.99,434.99,0.0
1451597100,2015-12-31 21:25:00,BTCUSD,434.99,434.99,434.99,434.99,0.0
1451597040,2015-12-31 21:24:00,BTCUSD,434.99,434.99,434.99,434.99,0.0
1451596980,2015-12-31 21:23:00,BTCUSD,434.99,434.99,434.99,434.99,0.0
1451596920,2015-12-31 21:22:00,BTCUSD,434.99,434.99,434.99,434.99,0.0
1451596860,2015-12-31 21:21:00,BTCUSD,434.99,434.99,434.99,434.99,0.0
1451596800,2015-12-31 21:20:00,BTCUSD,434.99,434.99,434.99,434.99,0.0
1451596740,2015-12-31 21:19:00,BTCUSD,434.99,434.99,434.99,434.99,0.0
1451596680,2015-12-31 21:18:00,BTCUSD,434.09,434.99,434.09,434.99,11.49624128
1451596620,2015-12-31 21:17:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451596560,2015-12-31 21:16:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451596500,2015-12-31 21:15:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451596440,2015-12-31 21:14:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451596380,2015-12-31 21:13:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451596320,2015-12-31 21:12:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451596260,2015-12-31 21:11:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451596200,2015-12-31 21:10:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451596140,2015-12-31 21:09:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451596080,2015-12-31 21:08:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451596020,2015-12-31 21:07:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595960,2015-12-31 21:06:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595900,2015-12-31 21:05:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595840,2015-12-31 21:04:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595780,2015-12-31 21:03:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595720,2015-12-31 21:02:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595660,2015-12-31 21:01:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595600,2015-12-31 21:00:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595540,2015-12-31 20:59:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595480,2015-12-31 20:58:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595420,2015-12-31 20:57:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595360,2015-12-31 20:56:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595300,2015-12-31 20:55:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595240,2015-12-31 20:54:00,BTCUSD,434.09,434.09,434.09,434.09,0.0
1451595180,2015-12-31 20:53:00,BTCUSD,433.89,434.09,433.89,434.09,4.62576884
1451595120,2015-12-31 20:52:00,BTCUSD,433.89,433.89,433.89,433.89,0.0
1451595060,2015-12-31 20:51:00,BTCUSD,433.89,433.89,433.89,433.89,0.0
1451595000,2015-12-31 20:50:00,BTCUSD,433.89,433.89,433.89,433.89,0.0
1451594940,2015-12-31 20:49:00,BTCUSD,433.89,433.89,433.89,433.89,0.0
1451594880,2015-12-31 20:48:00,BTCUSD,433.0,433.89,433.0,433.89,0.46094632
1451594820,2015-12-31 20:47:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594760,2015-12-31 20:46:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594700,2015-12-31 20:45:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594640,2015-12-31 20:44:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594580,2015-12-31 20:43:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594520,2015-12-31 20:42:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594460,2015-12-31 20:41:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594400,2015-12-31 20:40:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594340,2015-12-31 20:39:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594280,2015-12-31 20:38:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594220,2015-12-31 20:37:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594160,2015-12-31 20:36:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594100,2015-12-31 20:35:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451594040,2015-12-31 20:34:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451593980,2015-12-31 20:33:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451593920,2015-12-31 20:32:00,BTCUSD,433.0,433.0,433.0,433.0,0.0
1451593860,2015-12-31 20:31:00,BTCUSD,433.59,433.59,433.0,433.0,2.34641075
1451593800,2015-12-31 20:30:00,BTCUSD,433.31,433.59,433.31,433.59,4.6126525
1451593740,2015-12-31 20:29:00,BTCUSD,433.31,433.31,433.31,433.31,0.0
1451593680,2015-12-31 20:28:00,BTCUSD,433.31,433.31,433.31,433.31,0.0
1451593620,2015-12-31 20:27:00,BTCUSD,433.31,433.31,433.31,433.31,0.0
1451593560,2015-12-31 20:26:00,BTCUSD,433.31,433.31,433.31,433.31,0.0
1451593500,2015-12-31 20:25:00,BTCUSD,433.31,433.31,433.31,433.31,0.0
1451593440,2015-12-31 20:24:00,BTCUSD,433.31,433.31,433.31,433.31,0.0
1451593380,2015-12-31 20:23:00,BTCUSD,433.31,433.31,433.31,433.31,0.0
1451593320,2015-12-31 20:22:00,BTCUSD,433.31,433.31,433.31,433.31,0.0
1451593260,2015-12-31 20:21:00,BTCUSD,429.79,433.31,429.79,433.31,6.71677926
1451593200,2015-12-31 20:20:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451593140,2015-12-31 20:19:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451593080,2015-12-31 20:18:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451593020,2015-12-31 20:17:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592960,2015-12-31 20:16:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592900,2015-12-31 20:15:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592840,2015-12-31 20:14:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592780,2015-12-31 20:13:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592720,2015-12-31 20:12:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592660,2015-12-31 20:11:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592600,2015-12-31 20:10:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592540,2015-12-31 20:09:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592480,2015-12-31 20:08:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592420,2015-12-31 20:07:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592360,2015-12-31 20:06:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592300,2015-12-31 20:05:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592240,2015-12-31 20:04:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592180,2015-12-31 20:03:00,BTCUSD,429.79,429.79,429.79,429.79,0.0
1451592120,2015-12-31 20:02:00,BTCUSD,432.21,432.21,429.79,429.79,3.46696533
1451592060,2015-12-31 20:01:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451592000,2015-12-31 20:00:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591940,2015-12-31 19:59:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591880,2015-12-31 19:58:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591820,2015-12-31 19:57:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591760,2015-12-31 19:56:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591700,2015-12-31 19:55:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591640,2015-12-31 19:54:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591580,2015-12-31 19:53:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591520,2015-12-31 19:52:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591460,2015-12-31 19:51:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591400,2015-12-31 19:50:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591340,2015-12-31 19:49:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591280,2015-12-31 19:48:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591220,2015-12-31 19:47:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591160,2015-12-31 19:46:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591100,2015-12-31 19:45:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451591040,2015-12-31 19:44:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590980,2015-12-31 19:43:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590920,2015-12-31 19:42:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590860,2015-12-31 19:41:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590800,2015-12-31 19:40:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590740,2015-12-31 19:39:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590680,2015-12-31 19:38:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590620,2015-12-31 19:37:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590560,2015-12-31 19:36:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590500,2015-12-31 19:35:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590440,2015-12-31 19:34:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590380,2015-12-31 19:33:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590320,2015-12-31 19:32:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590260,2015-12-31 19:31:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590200,2015-12-31 19:30:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590140,2015-12-31 19:29:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590080,2015-12-31 19:28:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451590020,2015-12-31 19:27:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589960,2015-12-31 19:26:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589900,2015-12-31 19:25:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589840,2015-12-31 19:24:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589780,2015-12-31 19:23:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589720,2015-12-31 19:22:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589660,2015-12-31 19:21:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589600,2015-12-31 19:20:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589540,2015-12-31 19:19:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589480,2015-12-31 19:18:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589420,2015-12-31 19:17:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589360,2015-12-31 19:16:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589300,2015-12-31 19:15:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589240,2015-12-31 19:14:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589180,2015-12-31 19:13:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589120,2015-12-31 19:12:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589060,2015-12-31 19:11:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451589000,2015-12-31 19:10:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588940,2015-12-31 19:09:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588880,2015-12-31 19:08:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588820,2015-12-31 19:07:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588760,2015-12-31 19:06:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588700,2015-12-31 19:05:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588640,2015-12-31 19:04:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588580,2015-12-31 19:03:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588520,2015-12-31 19:02:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588460,2015-12-31 19:01:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588400,2015-12-31 19:00:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588340,2015-12-31 18:59:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588280,2015-12-31 18:58:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588220,2015-12-31 18:57:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588160,2015-12-31 18:56:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588100,2015-12-31 18:55:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451588040,2015-12-31 18:54:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451587980,2015-12-31 18:53:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451587920,2015-12-31 18:52:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
1451587860,2015-12-31 18:51:00,BTCUSD,432.21,432.21,432.21,432.21,0.0
